summoners,result,time,champion,d_spell,f_spell,kill,deths,assist,level,kill_part,cs,ward
wdscsafdasf,Defeat,25m 50s,Leona,Flash,Ignite,0,4,9,11,64,34,7
wdscsafdasf,Defeat,34m 54s,Karma,Flash,Ignite,3,4,17,15,65,54,12
wdscsafdasf,Defeat,22m 31s,Karma,Flash,Ignite,1,3,3,10,29,53,5
wdscsafdasf,Victory,22m 40s,Alistar,Flash,Ignite,2,3,18,12,63,41,11
wdscsafdasf,Victory,30m 37s,Rakan,Flash,Ignite,3,6,17,13,59,20,12
wdscsafdasf,Victory,33m 31s,Leona,Flash,Ignite,0,6,14,14,56,44,16
wdscsafdasf,Defeat,19m 29s,Alistar,Flash,Ignite,7,4,7,10,74,42,6
wdscsafdasf,Victory,35m 39s,Yuumi,Exhaust,Ignite,6,4,37,18,81,12,8
wdscsafdasf,Defeat,26m 2s,Nautilus,Flash,Ignite,2,6,6,10,36,36,8
커피물조절장인,Defeat,23m 29s,Rumble,Flash,Ignite,1,7,3,14,17,200,2
커피물조절장인,Defeat,19m 51s,Soraka,Flash,Ignite,2,7,3,9,63,23,1
커피물조절장인,Defeat,24m 25s,Gangplank,Flash,Ignite,1,6,4,13,31,159,3
커피물조절장인,Defeat,26m 34s,Rumble,Flash,Ignite,8,6,5,15,54,200,2
커피물조절장인,Victory,22m 10s,Rumble,Flash,Ignite,6,4,3,14,18,175,3
커피물조절장인,Victory,19m 59s,Rumble,Flash,Ignite,0,2,4,13,13,161,2
커피물조절장인,Victory,24m 19s,Zeri,Flash,Teleport,9,1,7,15,94,249,3
커피물조절장인,Victory,24m 34s,Gnar,Flash,Teleport,7,4,2,15,53,214,2
커피물조절장인,Victory,45m 10s,Garen,Flash,Ignite,12,15,6,18,33,249,2
커피물조절장인,Victory,15m 35s,Graves,Flash,Teleport,3,1,5,12,40,155,1
커피물조절장인,Defeat,28m 8s,Vex,Flash,Teleport,4,6,2,15,46,216,1
커피물조절장인,Victory,23m 32s,Kennen,Flash,Teleport,6,2,7,16,50,196,0
커피물조절장인,Defeat,17m 13s,Rumble,Flash,Ignite,4,3,4,11,40,119,1
커피물조절장인,Defeat,15m 39s,Poppy,Flash,Smite,2,4,3,10,38,99,2
커피물조절장인,Victory,23m 36s,Karthus,Exhaust,Smite,9,5,8,15,63,190,2
커피물조절장인,Defeat,25m 9s,Renekton,Flash,Ignite,3,4,4,15,37,230,3
커피물조절장인,Defeat,19m 59s,Rumble,Flash,Ignite,2,5,1,12,33,159,3
커피물조절장인,Defeat,20m 14s,Rumble,Flash,Ignite,3,4,2,13,45,169,1
커피물조절장인,Victory,27m 35s,Rumble,Flash,Ignite,4,9,7,15,30,207,5
커피물조절장인,Defeat,32m 13s,Poppy,Flash,Smite,8,8,8,15,59,162,5
BRO Loopy,Victory,21m 44s,Pyke,Ignite,Flash,4,2,8,11,38,37,8
BRO Loopy,Defeat,37m 40s,Karma,Ignite,Flash,5,10,23,15,70,22,7
BRO Loopy,Victory,24m 9s,Karma,Ignite,Flash,0,1,20,12,61,22,9
BRO Loopy,Defeat,27m 41s,Akshan,Ignite,Flash,7,6,3,15,42,196,2
BRO Loopy,Defeat,26m 19s,Karma,Ignite,Flash,0,7,16,12,80,26,9
BRO Loopy,Defeat,16m 0s,Sett,Ignite,Flash,2,2,5,9,70,39,5
BRO Loopy,Defeat,16m 23s,Nautilus,Ignite,Flash,2,2,1,8,75,33,4
BRO Loopy,Defeat,29m 43s,Nautilus,Ignite,Flash,0,6,12,12,48,38,10
BRO Loopy,Defeat,15m 15s,Karma,Ignite,Flash,0,4,3,7,27,16,5
BRO Loopy,Victory,25m 58s,Rakan,Ignite,Flash,5,6,15,12,71,33,11
BRO Loopy,Victory,22m 35s,Nautilus,Ignite,Flash,2,1,10,11,52,37,8
BRO Loopy,Victory,27m 50s,Nautilus,Ignite,Flash,3,3,11,13,37,43,10
BRO Loopy,Victory,15m 20s,Lulu,Ignite,Flash,1,0,10,8,46,7,3
BRO Loopy,Victory,22m 34s,Renata Glasc,Ignite,Flash,1,2,13,12,78,16,8
BRO Loopy,Defeat,31m 31s,Renata Glasc,Ignite,Flash,2,10,9,13,38,41,9
BRO Loopy,Defeat,23m 11s,Tahm Kench,Ignite,Flash,0,6,5,10,29,129,1
BRO Loopy,Victory,15m 44s,Akshan,Ignite,Flash,8,4,3,11,46,122,3
BRO Loopy,Defeat,25m 7s,Karma,Ignite,Flash,2,10,6,10,33,20,9
BRO Loopy,Defeat,31m 35s,Alistar,Ignite,Flash,2,8,19,13,48,31,10
BRO Loopy,Victory,23m 53s,Leona,Ignite,Flash,2,6,16,12,47,41,8
ZED99,Defeat,28m 2s,Zed,Ignite,Flash,8,9,3,15,50,205,6
ZED99,Defeat,15m 35s,Zed,Ignite,Flash,2,5,1,10,27,112,2
ZED99,Defeat,27m 9s,Zed,Ignite,Flash,6,11,6,14,50,173,4
ZED99,Defeat,21m 40s,Zed,Smite,Flash,6,6,4,12,71,132,3
ZED99,Defeat,25m 9s,Zed,Ignite,Flash,2,7,6,14,47,176,6
ZED99,Victory,24m 25s,Zed,Ignite,Flash,15,0,3,16,60,224,4
ZED99,Victory,23m 32s,Zed,Ignite,Flash,15,1,6,16,48,203,3
ZED99,Victory,21m 33s,Zed,Ignite,Flash,9,0,3,14,52,184,1
ZED99,Defeat,20m 44s,Zed,Ignite,Flash,1,5,0,11,13,132,2
ZED99,Victory,31m 37s,Zed,Ignite,Flash,9,9,13,17,47,207,9
ZED99,Defeat,28m 5s,Zed,Smite,Flash,4,2,9,15,65,192,2
ZED99,Victory,15m 53s,Zed,Ignite,Flash,1,0,6,11,47,127,2
ZED99,Victory,20m 48s,Zed,Ignite,Flash,6,2,10,13,48,163,3
ZED99,Defeat,20m 17s,Zed,Ignite,Flash,6,4,1,12,88,144,2
ZED99,Defeat,29m 31s,Zed,Ignite,Flash,9,6,5,15,61,214,7
ZED99,Defeat,30m 42s,Zed,Ignite,Flash,10,5,6,17,73,235,6
ZED99,Defeat,29m 15s,Zed,Ignite,Flash,11,5,7,15,43,183,5
ZED99,Victory,37m 27s,Zed,Smite,Flash,13,8,12,17,52,185,10
ZED99,Victory,26m 40s,Zed,Smite,Flash,4,2,13,14,53,155,5
ZED99,Defeat,15m 14s,Zed,Ignite,Flash,1,7,2,10,38,81,0
hulatang,Victory,21m 44s,Gangplank,Flash,Ignite,3,2,7,14,31,169,2
hulatang,Victory,33m 31s,Gragas,Flash,Teleport,2,11,10,17,30,173,2
hulatang,Victory,32m 52s,Gangplank,Flash,Teleport,6,8,4,18,37,236,3
hulatang,Victory,15m 35s,Kennen,Flash,Teleport,5,2,0,11,19,130,1
hulatang,Victory,11m 5s,Malphite,Ghost,Flash,7,3,14,11,53,44,1
hulatang,Defeat,39m 1s,Gnar,Flash,Teleport,3,6,8,17,38,267,7
hulatang,Victory,15m 23s,Camille,Teleport,Ignite,4,0,0,12,22,120,3
hulatang,Victory,21m 54s,Katarina,Ghost,Flash,19,4,12,18,84,180,1
hulatang,Victory,37m 20s,Gangplank,Flash,Teleport,15,7,13,18,52,277,3
hulatang,Victory,26m 51s,Gragas,Flash,Ignite,5,8,17,13,61,25,6
hulatang,Defeat,25m 6s,Irelia,Flash,Teleport,4,6,7,14,33,197,4
hulatang,Defeat,29m 36s,Gragas,Flash,Teleport,7,5,11,16,58,183,1
hulatang,Victory,29m 59s,Gragas,Flash,Teleport,2,3,12,17,42,220,4
hulatang,Defeat,26m 25s,Akali,Flash,Teleport,7,6,5,14,55,144,2
hulatang,Defeat,14m 53s,Wukong,Flash,Teleport,0,3,0,8,0,78,1
hulatang,Victory,15m 18s,Xayah,Heal,Flash,8,2,4,11,44,127,1
hulatang,Defeat,22m 41s,Aatrox,Flash,Teleport,2,12,1,11,13,108,1
hulatang,Victory,32m 39s,Varus,Heal,Flash,1,6,7,16,25,226,3
hulatang,Defeat,34m 12s,Kennen,Flash,Teleport,4,10,7,17,33,223,4
hulatang,Defeat,25m 4s,Graves,Flash,Teleport,1,10,1,14,13,206,3
가오 띵띵,Victory,22m 43s,Samira,Cleanse,Flash,7,6,9,13,62,144,0
가오 띵띵,Victory,28m 2s,Samira,Cleanse,Flash,10,5,9,15,46,217,4
가오 띵띵,Defeat,15m 47s,Samira,Cleanse,Flash,4,6,6,8,91,103,1
가오 띵띵,Defeat,18m 59s,Samira,Cleanse,Flash,1,5,4,11,42,130,1
가오 띵띵,Defeat,22m 31s,Ezreal,Heal,Flash,3,11,3,11,35,139,0
가오 띵띵,Victory,24m 56s,Ezreal,Cleanse,Flash,3,7,5,13,27,175,1
가오 띵띵,Victory,27m 13s,Ezreal,Heal,Flash,10,5,10,14,57,161,2
가오 띵띵,Victory,16m 0s,Ezreal,Cleanse,Flash,4,3,5,11,39,131,2
가오 띵띵,Victory,16m 23s,Rakan,Ignite,Flash,0,0,10,8,48,26,4
가오 띵띵,Victory,21m 40s,Samira,Cleanse,Flash,7,1,7,13,42,176,3
가오 띵띵,Victory,25m 56s,Leona,Ignite,Flash,0,7,15,12,38,31,9
가오 띵띵,Remake,3m 17s,Ezreal,Heal,Flash,0,0,0,2,0,9,0
가오 띵띵,Victory,38m 58s,Ezreal,Heal,Flash,11,4,6,18,65,356,2
가오 띵띵,Defeat,16m 6s,Lucian,Heal,Flash,1,7,1,8,40,121,0
가오 띵띵,Defeat,26m 26s,Samira,Cleanse,Flash,10,8,6,13,76,197,2
가오 띵띵,Defeat,28m 9s,Ezreal,Heal,Flash,5,6,4,15,39,228,0
가오 띵띵,Victory,23m 58s,Ezreal,Heal,Flash,4,2,2,13,40,244,3
가오 띵띵,Victory,21m 50s,Ezreal,Heal,Flash,7,3,2,13,31,201,0
가오 띵띵,Defeat,22m 40s,Samira,Cleanse,Flash,2,9,3,12,33,163,1
가오 띵띵,Defeat,20m 5s,Samira,Cleanse,Flash,2,8,2,10,33,130,0
노정택,Victory,16m 9s,Zoe,Ignite,Flash,9,2,1,11,32,136,4
노정택,Victory,19m 59s,Zoe,Ignite,Flash,8,3,2,13,32,143,4
노정택,Victory,24m 52s,Zoe,Ignite,Flash,11,1,15,15,72,173,4
노정택,Defeat,24m 5s,Ahri,Ignite,Flash,0,4,4,12,25,145,1
노정택,Defeat,33m 45s,Viktor,Teleport,Flash,3,9,6,16,43,232,3
노정택,Defeat,15m 29s,Zoe,Ignite,Flash,3,4,1,9,57,99,1
노정택,Defeat,23m 32s,Ahri,Teleport,Flash,1,5,3,13,40,194,2
노정택,Defeat,23m 11s,Senna,Heal,Flash,3,8,7,10,59,30,2
노정택,Victory,26m 25s,Zoe,Ignite,Flash,7,4,13,15,59,180,4
노정택,Victory,17m 56s,Senna,Exhaust,Flash,6,0,8,10,82,22,4
노정택,Defeat,18m 9s,Zoe,Ignite,Flash,1,7,3,10,57,122,2
노정택,Victory,15m 22s,Akali,Ignite,Teleport,0,1,1,10,8,99,2
노정택,Victory,25m 7s,Zoe,Ignite,Flash,7,5,15,15,52,182,2
노정택,Defeat,31m 35s,Ahri,Teleport,Flash,4,6,11,15,34,186,2
노정택,Victory,23m 53s,Zoe,Ignite,Flash,9,6,4,14,34,175,3
노정택,Defeat,24m 6s,Zoe,Ignite,Flash,6,7,5,13,50,137,3
노정택,Victory,22m 58s,Zoe,Teleport,Flash,6,0,6,14,60,198,3
노정택,Victory,18m 36s,Sylas,Mark,Flash,24,7,26,18,85,67,0
노정택,Defeat,26m 9s,Zoe,Ignite,Flash,5,9,3,14,29,182,2
노정택,Victory,26m 40s,Senna,Exhaust,Flash,6,2,22,13,74,46,6
DaIi Van Picasso,Defeat,16m 57s,Viego,Smite,Flash,0,2,1,10,17,104,2
DaIi Van Picasso,Defeat,16m 33s,Viego,Smite,Flash,2,1,6,11,62,105,3
DaIi Van Picasso,Defeat,28m 2s,Lillia,Smite,Flash,8,8,8,14,73,168,5
DaIi Van Picasso,Defeat,36m 48s,Lillia,Smite,Flash,15,2,14,18,66,319,3
DaIi Van Picasso,Defeat,21m 44s,Diana,Smite,Flash,7,5,4,12,50,144,2
DaIi Van Picasso,Victory,21m 31s,Viego,Smite,Flash,3,4,6,12,25,128,6
DaIi Van Picasso,Victory,33m 45s,Graves,Smite,Flash,14,4,14,17,70,234,7
DaIi Van Picasso,Defeat,24m 0s,Viego,Smite,Flash,7,4,6,13,76,137,6
DaIi Van Picasso,Victory,18m 26s,Xayah,Cleanse,Flash,4,3,6,10,31,122,2
DaIi Van Picasso,Victory,30m 34s,Galio,Teleport,Flash,2,8,16,15,46,142,1
DaIi Van Picasso,Defeat,15m 14s,Diana,Smite,Flash,3,1,1,10,100,114,0
DaIi Van Picasso,Victory,22m 43s,Graves,Smite,Flash,11,2,7,14,69,171,2
DaIi Van Picasso,Defeat,15m 18s,Nidalee,Smite,Flash,2,4,2,9,50,84,1
DaIi Van Picasso,Victory,19m 0s,Graves,Smite,Flash,6,0,16,13,67,129,2
DaIi Van Picasso,Victory,24m 6s,Graves,Smite,Flash,9,5,9,14,58,154,2
DaIi Van Picasso,Defeat,23m 32s,Nidalee,Smite,Flash,6,7,3,11,47,114,2
DaIi Van Picasso,Defeat,24m 19s,Nidalee,Smite,Flash,3,4,9,12,71,125,3
DaIi Van Picasso,Victory,22m 48s,Nidalee,Smite,Flash,12,1,7,14,58,123,7
DaIi Van Picasso,Victory,29m 28s,Nidalee,Smite,Flash,5,7,16,15,51,130,6
DaIi Van Picasso,Victory,20m 22s,Nidalee,Smite,Flash,20,1,9,14,66,143,2
Cricket777,Defeat,15m 15s,Singed,Ghost,Flash,1,5,2,8,23,68,1
Cricket777,Victory,28m 2s,Singed,Ghost,Flash,8,3,15,16,56,176,2
Cricket777,Victory,15m 47s,Singed,Ghost,Flash,3,0,4,10,32,102,4
Cricket777,Victory,24m 51s,Cassiopeia,Exhaust,Flash,7,1,11,14,47,142,1
Cricket777,Defeat,20m 52s,Singed,Barrier,Flash,2,2,5,12,58,82,2
Cricket777,Victory,21m 51s,Singed,Exhaust,Flash,11,2,5,13,41,115,2
Cricket777,Defeat,29m 31s,Cassiopeia,Teleport,Flash,9,6,14,16,68,191,3
Cricket777,Defeat,37m 40s,Galio,Teleport,Flash,8,8,19,18,68,179,3
Cricket777,Defeat,18m 45s,Singed,Cleanse,Flash,4,3,2,11,55,95,1
Cricket777,Defeat,24m 26s,Singed,Cleanse,Flash,4,9,11,13,58,104,1
Cricket777,Defeat,15m 19s,Lux,Exhaust,Flash,2,7,1,7,30,15,3
Cricket777,Defeat,21m 12s,Singed,Cleanse,Flash,1,4,1,12,18,109,3
Cricket777,Victory,30m 40s,Singed,Barrier,Flash,4,6,10,16,33,163,5
Cricket777,Remake,3m 13s,Cassiopeia,Ghost,Flash,0,0,1,3,33,20,0
Cricket777,Victory,29m 36s,Singed,Cleanse,Flash,9,5,18,16,56,104,4
Cricket777,Defeat,15m 23s,Pantheon,Ignite,Flash,3,3,0,9,38,75,2
Cricket777,Victory,21m 51s,Azir,Cleanse,Flash,10,11,27,18,61,60,0
Cricket777,Defeat,19m 48s,Syndra,Clarity,Flash,6,6,25,17,78,69,0
Cricket777,Victory,21m 49s,Singed,Cleanse,Flash,3,1,13,14,46,135,5
Cricket777,Defeat,19m 18s,Cassiopeia,Exhaust,Flash,1,3,3,11,50,124,3
어쩌겐냐,Victory,23m 10s,Graves,Teleport,Flash,3,3,5,16,26,232,3
어쩌겐냐,Victory,16m 57s,Tryndamere,Ghost,Flash,4,2,1,12,29,130,3
어쩌겐냐,Victory,16m 33s,Graves,Teleport,Flash,4,3,1,12,26,129,3
어쩌겐냐,Defeat,28m 2s,Lucian,Teleport,Flash,1,10,3,15,18,224,3
어쩌겐냐,Defeat,15m 47s,Sylas,Teleport,Flash,1,4,0,10,9,84,2
어쩌겐냐,Victory,15m 19s,Graves,Teleport,Flash,4,1,3,11,22,126,2
어쩌겐냐,Defeat,25m 3s,Kennen,Teleport,Flash,5,6,3,13,47,160,5
어쩌겐냐,Victory,15m 15s,Kennen,Teleport,Flash,2,1,2,12,15,132,1
어쩌겐냐,Victory,29m 43s,Gragas,Teleport,Flash,4,3,9,15,50,144,3
어쩌겐냐,Defeat,24m 33s,Tryndamere,Ghost,Flash,4,7,5,14,47,186,4
어쩌겐냐,Defeat,25m 12s,Yone,Exhaust,Flash,2,2,9,14,44,190,2
어쩌겐냐,Defeat,22m 8s,Aatrox,Teleport,Flash,4,3,2,14,30,176,1
어쩌겐냐,Defeat,18m 48s,Viktor,Teleport,Flash,1,6,1,11,18,107,3
어쩌겐냐,Victory,19m 51s,Renekton,Teleport,Flash,4,0,5,14,24,190,3
어쩌겐냐,Defeat,18m 25s,Tryndamere,Ghost,Flash,3,2,1,12,44,164,3
어쩌겐냐,Defeat,28m 53s,Graves,Ignite,Flash,1,13,5,14,24,175,3
어쩌겐냐,Defeat,20m 3s,Lucian,Teleport,Flash,0,5,0,12,0,153,3
어쩌겐냐,Defeat,24m 37s,Blitzcrank,Ignite,Flash,1,3,16,11,68,28,5
어쩌겐냐,Victory,22m 33s,Graves,Teleport,Flash,7,3,7,14,39,183,4
어쩌겐냐,Victory,33m 31s,Darius,Ghost,Flash,8,0,4,18,48,263,3
송흥호,Victory,28m 41s,Ezreal,Flash,Heal,13,8,11,16,57,227,3
송흥호,Remake,3m 17s,Ezreal,Flash,Heal,1,1,0,2,100,8,1
송흥호,Defeat,28m 18s,Ezreal,Flash,Heal,2,7,1,13,43,241,3
송흥호,Victory,24m 27s,Ezreal,Flash,Cleanse,5,5,6,13,42,209,5
송흥호,Victory,29m 37s,Ezreal,Flash,Heal,8,6,14,15,55,191,6
송흥호,Defeat,21m 2s,Ezreal,Flash,Heal,7,4,6,11,72,184,4
송흥호,Victory,26m 38s,Ezreal,Flash,Heal,16,3,5,15,51,229,3
송흥호,Victory,25m 3s,Ezreal,Flash,Heal,11,3,7,15,58,237,7
송흥호,Victory,29m 43s,Ezreal,Flash,Heal,7,4,7,15,54,218,5
송흥호,Victory,29m 16s,Ezreal,Flash,Heal,5,5,10,14,54,221,4
송흥호,Victory,35m 39s,Ezreal,Flash,Cleanse,18,6,10,18,53,316,4
송흥호,Defeat,32m 36s,Ezreal,Flash,Heal,8,2,5,17,59,292,8
송흥호,Defeat,20m 5s,Miss Fortune,Flash,Heal,2,5,5,10,64,141,2
송흥호,Defeat,31m 14s,Ezreal,Flash,Exhaust,4,4,12,16,64,300,5
송흥호,Victory,37m 43s,Miss Fortune,Flash,Heal,7,10,14,17,44,246,7
송흥호,Victory,15m 14s,Miss Fortune,Flash,Heal,7,3,7,10,41,89,2
송흥호,Victory,38m 31s,Gragas,Flash,Teleport,6,4,9,18,42,222,6
송흥호,Defeat,18m 48s,Viktor,Flash,Teleport,0,4,0,11,0,129,3
송흥호,Defeat,15m 48s,Viktor,Flash,Teleport,1,6,6,10,44,102,2
송흥호,Defeat,14m 45s,Ezreal,Flash,Heal,1,4,1,7,40,84,2
DK Kingdom,Victory,33m 31s,Nautilus,Ignite,Flash,1,10,23,15,51,26,10
DK Kingdom,Victory,20m 52s,Yuumi,Ignite,Exhaust,0,3,20,9,83,5,5
DK Kingdom,Victory,19m 49s,Nautilus,Ignite,Flash,2,2,18,11,57,36,10
DK Kingdom,Defeat,16m 35s,Nautilus,Ignite,Flash,0,6,5,7,42,19,5
DK Kingdom,Defeat,32m 36s,Nautilus,Ignite,Flash,1,4,7,12,36,37,13
DK Kingdom,Defeat,27m 11s,Leona,Ignite,Flash,2,8,7,11,43,28,14
DK Kingdom,Defeat,31m 14s,Karma,Ignite,Flash,1,5,13,13,56,12,14
DK Kingdom,Victory,15m 15s,Yuumi,Ignite,Exhaust,4,1,6,8,53,4,5
DK Kingdom,Victory,23m 7s,Kai'Sa,Heal,Flash,7,4,2,13,27,200,2
DK Kingdom,Victory,25m 9s,Leona,Ignite,Flash,4,1,18,14,61,37,12
DK Kingdom,Victory,35m 6s,Pyke,Ignite,Flash,6,7,6,15,32,66,11
DK Kingdom,Defeat,34m 26s,Karma,Ignite,Flash,0,10,17,12,55,19,13
DK Kingdom,Defeat,22m 17s,Karma,Ignite,Flash,2,3,6,10,57,10,9
DK Kingdom,Victory,34m 33s,Nautilus,Ignite,Flash,2,7,19,14,55,35,20
DK Kingdom,Defeat,26m 7s,Samira,Cleanse,Flash,15,11,8,16,66,242,2
DK Kingdom,Victory,30m 0s,Xayah,Heal,Flash,2,8,11,15,41,270,0
DK Kingdom,Defeat,22m 6s,Karma,Exhaust,Flash,10,12,45,18,77,37,0
DK Kingdom,Defeat,16m 22s,Zed,Mark,Flash,10,11,8,15,58,49,0
DK Kingdom,Victory,15m 54s,Irelia,Mark,Flash,22,6,13,16,85,130,0
DK Kingdom,Defeat,27m 54s,Leona,Ignite,Flash,0,6,8,11,57,36,12
박민화1,Victory,15m 43s,Alistar,Ignite,Flash,1,3,9,8,43,21,6
박민화1,Victory,16m 33s,Nautilus,Ignite,Flash,2,3,8,9,53,24,3
박민화1,Defeat,28m 2s,Ezreal,Cleanse,Flash,4,6,10,14,64,226,1
박민화1,Victory,28m 18s,Aphelios,Heal,Flash,5,5,11,15,52,240,4
박민화1,Victory,23m 29s,Kai'Sa,Heal,Flash,9,4,8,14,55,216,4
박민화1,Defeat,22m 34s,Samira,Cleanse,Flash,3,6,5,11,42,162,2
박민화1,Defeat,24m 26s,Lucian,Heal,Flash,13,10,3,14,62,202,5
박민화1,Defeat,27m 49s,Ezreal,Heal,Flash,7,3,8,15,54,255,3
박민화1,Victory,23m 56s,Xayah,Exhaust,Flash,5,9,7,12,39,140,3
박민화1,Victory,26m 25s,Samira,Heal,Flash,16,5,6,14,71,212,1
박민화1,Victory,30m 6s,Zeri,Heal,Flash,5,8,10,15,42,217,2
박민화1,Defeat,33m 4s,Jinx,Heal,Flash,10,9,13,18,66,284,6
박민화1,Defeat,26m 11s,Viktor,Teleport,Flash,5,7,6,14,48,177,3
박민화1,Victory,33m 15s,Aphelios,Cleanse,Flash,8,8,12,17,57,238,6
박민화1,Defeat,20m 44s,Miss Fortune,Heal,Flash,1,6,1,11,13,161,2
박민화1,Defeat,16m 2s,Xayah,Exhaust,Flash,1,7,8,10,75,114,1
박민화1,Victory,30m 4s,Viktor,Teleport,Flash,13,5,9,16,65,208,4
박민화1,Victory,26m 9s,Miss Fortune,Heal,Flash,2,5,9,14,44,227,3
박민화1,Defeat,15m 48s,Miss Fortune,Exhaust,Flash,2,4,0,9,40,117,1
박민화1,Defeat,20m 30s,Viktor,Teleport,Flash,1,5,1,12,40,183,2
요플래,Victory,16m 13s,Zilean,Flash,Teleport,5,0,9,12,48,139,2
요플래,Victory,22m 36s,Zilean,Flash,Teleport,2,0,9,13,42,169,0
요플래,Victory,20m 26s,Zilean,Flash,Ignite,1,2,8,13,47,132,2
요플래,Victory,25m 54s,Zilean,Flash,Exhaust,6,4,7,14,37,130,0
요플래,Victory,23m 10s,Galio,Flash,Teleport,3,4,8,13,50,149,2
요플래,Victory,26m 52s,Zilean,Flash,Ignite,10,3,18,16,65,152,1
요플래,Defeat,31m 51s,Pantheon,Flash,Teleport,2,10,9,15,39,174,3
요플래,Defeat,29m 52s,Zilean,Flash,Ignite,1,6,9,16,38,203,1
요플래,Defeat,31m 27s,Pantheon,Flash,Teleport,3,10,7,14,34,134,1
요플래,Defeat,31m 45s,Zilean,Flash,Ignite,6,6,12,16,64,194,2
요플래,Defeat,29m 28s,Zilean,Flash,Ignite,3,4,6,16,45,201,2
요플래,Victory,20m 59s,Zoe,Flash,Ignite,8,1,2,13,50,173,4
요플래,Victory,16m 46s,Zilean,Flash,Ignite,3,0,3,12,33,121,1
요플래,Victory,18m 54s,Zilean,Flash,Ignite,4,3,8,13,63,122,0
요플래,Defeat,15m 23s,Pantheon,Flash,Teleport,0,2,0,10,0,107,0
요플래,Defeat,25m 57s,Zilean,Flash,Teleport,5,5,13,14,67,127,1
요플래,Victory,23m 27s,Pantheon,Flash,Ignite,2,3,5,14,27,164,2
요플래,Victory,18m 33s,Akshan,Flash,Ignite,6,1,9,12,42,128,1
요플래,Defeat,22m 5s,Zilean,Flash,Ignite,5,4,4,13,60,159,1
요플래,Victory,25m 22s,Zilean,Flash,Ignite,1,4,18,15,56,174,3
Unknown Surf,Victory,28m 11s,Vayne,Cleanse,Flash,6,7,5,16,31,226,3
Unknown Surf,Victory,19m 39s,Graves,Teleport,Flash,14,2,7,14,54,194,3
Unknown Surf,Victory,23m 7s,Lucian,Ignite,Flash,7,4,10,15,53,211,0
Unknown Surf,Victory,19m 23s,Viego,Smite,Flash,10,3,5,13,58,132,5
Unknown Surf,Defeat,20m 48s,Kennen,Teleport,Flash,2,6,3,12,45,147,2
Unknown Surf,Victory,23m 17s,Teemo,Ignite,Flash,3,4,7,14,33,181,2
Unknown Surf,Victory,17m 0s,Akali,Ignite,Teleport,6,2,2,12,25,112,2
Unknown Surf,Defeat,29m 51s,Jax,Teleport,Flash,8,8,6,16,48,217,4
Unknown Surf,Defeat,31m 7s,Gangplank,Teleport,Flash,3,10,6,16,26,236,3
Unknown Surf,Victory,22m 12s,Jayce,Teleport,Flash,4,4,6,15,38,221,1
Unknown Surf,Defeat,25m 32s,Gangplank,Teleport,Flash,3,11,6,14,29,185,2
Unknown Surf,Defeat,19m 39s,Azir,Exhaust,Flash,0,5,3,11,38,143,0
Unknown Surf,Defeat,36m 19s,Ryze,Teleport,Flash,7,14,10,18,44,289,5
Unknown Surf,Victory,26m 9s,Gragas,Teleport,Flash,5,3,3,16,32,199,3
Unknown Surf,Victory,22m 23s,Gangplank,Teleport,Flash,10,5,4,14,47,189,6
Unknown Surf,Defeat,24m 47s,Jayce,Teleport,Flash,4,9,4,14,27,210,4
Unknown Surf,Victory,36m 45s,Jax,Teleport,Flash,2,10,9,18,26,263,2
Unknown Surf,Victory,23m 52s,Ezreal,Heal,Flash,5,2,5,14,42,212,0
Unknown Surf,Victory,24m 20s,Jax,Teleport,Flash,6,5,4,15,26,184,2
Unknown Surf,Victory,27m 31s,Gragas,Teleport,Flash,5,2,14,16,44,227,4
FA MID,Victory,32m 22s,Ahri,Flash,Ignite,5,8,14,16,54,167,3
FA MID,Victory,15m 57s,Ahri,Flash,Ignite,7,0,4,11,42,123,2
FA MID,Defeat,15m 30s,Syndra,Flash,Teleport,2,6,1,9,50,100,3
FA MID,Victory,25m 43s,Aatrox,Flash,Teleport,3,14,7,13,22,104,3
FA MID,Victory,16m 3s,Zed,Flash,Ignite,3,5,4,10,27,102,2
FA MID,Victory,28m 17s,Azir,Flash,Ignite,2,5,8,16,30,197,2
FA MID,Defeat,33m 31s,Ahri,Flash,Ignite,10,9,7,15,71,180,5
FA MID,Victory,24m 27s,Zed,Flash,Ignite,9,7,3,14,46,162,4
FA MID,Defeat,29m 37s,Zed,Flash,Ignite,11,6,7,14,64,158,7
FA MID,Defeat,21m 2s,Lissandra,Flash,Teleport,0,5,5,12,28,150,3
FA MID,Defeat,26m 38s,Gragas,Flash,Teleport,2,4,3,15,28,200,2
FA MID,Victory,27m 49s,Ahri,Flash,Ignite,7,7,3,15,36,180,5
FA MID,Victory,16m 23s,Sett,Flash,Teleport,8,1,3,12,52,128,1
FA MID,Victory,27m 44s,Ahri,Flash,Teleport,9,5,3,15,35,218,3
FA MID,Victory,20m 27s,Nautilus,Flash,Ignite,1,5,15,11,52,32,6
FA MID,Remake,3m 16s,Vex,Flash,Ignite,0,0,0,1,0,0,0
FA MID,Victory,22m 2s,Renekton,Flash,Ignite,2,9,6,12,20,108,1
FA MID,Victory,24m 17s,Vex,Flash,Ignite,7,5,12,14,54,131,2
FA MID,Defeat,20m 20s,Sylas,Flash,Teleport,4,6,2,12,50,126,0
FA MID,Victory,21m 45s,LeBlanc,Flash,Teleport,3,3,3,13,22,164,4
