summoners,result,time,champion,d_spell,f_spell,kill,deths,assist,level,kill_part,cs,ward,kda
whisper snow,0,1027,Ezreal,Exhaust,Flash,2,7,1,9,25,119,0,0.4
whisper snow,1,1405,Ezreal,Heal,Flash,5,4,13,13,62,171,0,4.5
whisper snow,1,1465,Ezreal,Heal,Flash,4,3,7,14,37,215,2,3.7
whisper snow,0,1365,Xayah,Heal,Flash,2,5,4,12,40,158,0,1.2
whisper snow,0,1637,Kai'Sa,Heal,Flash,3,5,1,12,36,189,0,0.8
whisper snow,0,1473,Aphelios,Heal,Flash,0,8,3,12,19,188,0,0.4
whisper snow,1,1337,Tristana,Exhaust,Flash,6,5,6,12,50,140,1,2.4
whisper snow,1,1953,Ezreal,Heal,Flash,18,2,21,18,83,284,1,19.5
whisper snow,1,2023,Aphelios,Heal,Flash,10,5,7,16,38,305,2,3.4
whisper snow,1,2553,Aphelios,Cleanse,Flash,10,12,13,18,41,294,1,1.9
whisper snow,0,1447,Rakan,Ignite,Flash,3,5,10,10,62,31,8,2.6
whisper snow,0,2349,Xayah,Heal,Flash,5,6,8,18,46,317,4,2.2
whisper snow,0,1852,Rakan,Ignite,Flash,0,7,9,12,38,41,15,1.3
whisper snow,1,1256,Ezreal,Heal,Flash,6,2,10,12,47,170,2,8.0
whisper snow,1,1768,Aphelios,Cleanse,Flash,12,6,8,16,50,248,3,3.3
04 09 2530,1,1948,Nautilus,Flash,Ignite,2,7,23,15,53,35,12,3.6
04 09 2530,0,1470,Karma,Flash,Ignite,0,6,5,9,45,16,11,0.8
04 09 2530,0,1791,Nautilus,Flash,Ignite,0,8,16,13,64,33,13,2.0
04 09 2530,1,1347,Leona,Flash,Ignite,2,0,11,12,43,34,9,15.6
04 09 2530,0,1687,Nautilus,Flash,Ignite,1,9,14,12,65,45,18,1.7
04 09 2530,1,1275,Pyke,Flash,Ignite,3,3,8,10,38,36,9,3.7
04 09 2530,0,1231,Nautilus,Flash,Ignite,1,7,9,9,71,32,13,1.4
04 09 2530,0,844,Alistar,Flash,Ignite,0,6,1,5,33,9,3,0.2
04 09 2530,1,1824,Renata Glasc,Flash,Ignite,1,5,6,13,41,42,13,1.4
04 09 2530,1,1989,Nautilus,Flash,Ignite,2,5,17,15,58,39,21,3.8
04 09 2530,1,1908,Braum,Flash,Ignite,2,5,26,13,70,29,10,5.6
04 09 2530,0,1542,Renata Glasc,Flash,Ignite,4,4,8,11,67,32,9,3.0
04 09 2530,0,1360,Blitzcrank,Flash,Ignite,1,6,12,11,59,24,8,2.2
04 09 2530,1,977,Aphelios,Flash,Cleanse,2,2,5,10,35,141,2,3.5
04 09 2530,0,1805,Sett,Flash,Ignite,1,7,11,11,57,36,15,1.7
04 09 2530,0,1565,Nautilus,Flash,Ignite,1,10,11,10,60,35,17,1.2
04 09 2530,0,1530,Nautilus,Flash,Ignite,4,6,8,11,63,26,16,2.0
04 09 2530,1,1484,Yuumi,Heal,Ignite,0,3,26,12,81,11,13,8.7
04 09 2530,0,1376,Nautilus,Flash,Ignite,1,7,7,11,53,35,12,1.1
04 09 2530,1,1766,Renata Glasc,Flash,Ignite,0,6,23,14,70,22,14,3.8
yuhan2,1,1112,Yasuo,Exhaust,Flash,9,1,4,12,45,167,2,13.0
yuhan2,0,1910,Qiyana,Ignite,Flash,6,13,7,17,41,216,6,1.0
yuhan2,1,1473,Yasuo,Ignite,Flash,11,3,6,16,44,212,1,5.7
yuhan2,0,1768,Yasuo,Ignite,Flash,2,5,8,16,36,251,1,2.0
yuhan2,1,1689,Yasuo,Ignite,Flash,13,4,4,18,44,275,3,4.2
yuhan2,1,1239,Yasuo,Ignite,Flash,6,5,4,13,30,168,2,2.0
yuhan2,1,1406,Qiyana,Ignite,Flash,5,7,6,14,32,130,8,1.6
yuhan2,1,1600,Talon,Ignite,Flash,10,4,5,15,47,200,3,3.8
yuhan2,0,1376,Yasuo,Exhaust,Flash,7,9,5,12,55,159,2,1.3
yuhan2,1,1631,Yasuo,Ignite,Flash,4,5,8,15,41,216,4,2.4
yuhan2,1,1711,Qiyana,Ignite,Flash,6,6,8,16,38,231,2,2.3
yuhan2,0,955,Vex,Ignite,Flash,1,6,3,9,50,79,0,0.7
yuhan2,0,1933,Qiyana,Ignite,Flash,14,8,5,17,70,231,2,2.4
yuhan2,0,932,Qiyana,Ignite,Flash,1,3,1,10,50,99,3,0.7
yuhan2,1,933,Yasuo,Ignite,Flash,4,1,2,11,24,135,0,6.0
yuhan2,0,928,Qiyana,Ignite,Flash,0,9,2,8,25,75,2,0.2
yuhan2,0,1794,Cassiopeia,Exhaust,Flash,9,11,8,15,52,171,1,1.5
yuhan2,0,920,Yasuo,Exhaust,Flash,6,2,0,10,43,120,2,3.0
Vsta1,1,1365,Alistar,Flash,Exhaust,0,1,15,12,52,33,9,15.0
Vsta1,1,1569,Nautilus,Flash,Ignite,1,4,13,12,56,28,12,3.5
Vsta1,0,1434,Pyke,Flash,Ignite,3,6,5,12,31,46,5,1.3
Vsta1,0,929,Rakan,Flash,Ignite,0,4,3,7,43,21,6,0.8
Vsta1,1,1822,Xayah,Flash,Exhaust,12,3,7,17,61,272,4,6.3
Vsta1,0,1819,Leona,Flash,Ignite,2,8,15,13,74,38,14,2.1
Vsta1,1,1424,Rakan,Flash,Ignite,1,4,19,13,59,35,12,5.0
Vsta1,0,2023,Miss Fortune,Flash,Heal,11,5,4,17,47,316,6,3.0
Vsta1,0,1825,Pyke,Flash,Ignite,11,8,6,14,59,50,14,2.1
Vsta1,1,1102,Nautilus,Flash,Ignite,1,1,8,10,28,25,5,9.0
Vsta1,0,1468,Orianna,Flash,Ghost,5,16,24,18,62,72,0,1.8
Vsta1,1,1245,Diana,Flash,Mark,6,7,28,18,71,102,0,4.9
Vsta1,1,801,Miss Fortune,Flash,Cleanse,17,6,17,15,85,101,0,5.7
Vsta1,1,952,Samira,Flash,Mark,7,7,13,14,67,56,0,2.9
Vsta1,1,1475,Zilean,Flash,Exhaust,1,2,20,13,88,15,11,10.5
Vsta1,1,2077,Karma,Flash,Ignite,1,3,25,15,72,22,18,8.7
Vsta1,0,1880,Nautilus,Flash,Ignite,2,8,20,13,52,29,14,2.8
Vsta1,1,1343,Nautilus,Flash,Ignite,0,4,14,11,70,28,14,3.5
Vsta1,1,1453,Nautilus,Flash,Ignite,2,3,17,12,79,35,11,6.3
Vsta1,1,1564,Karma,Flash,Ignite,1,0,22,12,55,15,10,27.6
헤나의 룩북,0,1363,Viego,Smite,Flash,11,5,5,13,73,146,13,3.2
헤나의 룩북,1,1259,Nidalee,Smite,Flash,9,2,4,14,57,168,4,6.5
헤나의 룩북,0,1435,Graves,Smite,Flash,8,5,4,14,60,194,3,2.4
헤나의 룩북,1,1546,Rengar,Smite,Flash,6,4,10,15,64,169,3,4.0
헤나의 룩북,1,1374,Lee Sin,Smite,Flash,7,0,13,14,53,159,5,24.0
헤나의 룩북,0,1467,Viego,Smite,Flash,5,7,2,12,39,137,4,1.0
헤나의 룩북,0,1294,Jhin,Exhaust,Flash,4,4,3,11,47,166,0,1.8
헤나의 룩북,0,1550,Jhin,Heal,Flash,3,2,4,12,50,194,2,3.5
헤나의 룩북,1,1481,Graves,Smite,Flash,15,3,9,15,62,206,5,8.0
헤나의 룩북,0,1179,Rek'Sai,Smite,Flash,4,5,0,10,50,107,3,0.8
헤나의 룩북,1,1571,Rakan,Ignite,Flash,2,5,25,13,68,30,8,5.4
헤나의 룩북,0,1587,Alistar,Ignite,Flash,5,8,11,11,57,33,7,2.0
헤나의 룩북,1,919,Diana,Smite,Flash,3,2,7,10,50,108,2,5.0
헤나의 룩북,0,1193,Jhin,Heal,Flash,0,7,4,10,40,123,0,0.6
헤나의 룩북,0,1508,Jarvan IV,Smite,Flash,9,6,11,14,67,124,7,3.3
헤나의 룩북,1,1114,Lee Sin,Smite,Flash,3,2,5,11,36,103,6,4.0
헤나의 룩북,1,1768,Lee Sin,Smite,Flash,12,6,19,16,66,143,11,5.2
헤나의 룩북,1,1515,Rengar,Smite,Flash,14,3,10,14,65,128,3,8.0
헤나의 룩북,0,2045,Nocturne,Smite,Flash,5,10,13,15,64,150,7,1.8
헤나의 룩북,0,1889,Zed,Smite,Flash,7,7,11,15,60,166,5,2.6
eehh,1,2260,Rakan,Flash,Ignite,0,10,30,16,64,31,11,3.0
eehh,1,1125,Rakan,Flash,Ignite,5,3,11,10,62,27,4,5.3
eehh,1,1466,Nautilus,Flash,Ignite,3,7,21,13,49,29,10,3.4
eehh,0,950,Nautilus,Flash,Ignite,2,5,2,8,57,39,6,0.8
eehh,0,1706,Yuumi,Exhaust,Ignite,2,5,17,12,66,3,8,3.8
eehh,0,1716,Rakan,Flash,Ignite,1,10,21,13,59,35,9,2.2
eehh,0,1163,Rakan,Flash,Ignite,0,6,7,9,44,26,6,1.2
eehh,0,1473,Rakan,Flash,Ignite,2,6,12,11,74,21,8,2.3
eehh,0,1905,Nautilus,Flash,Ignite,2,7,18,14,71,32,12,2.9
eehh,1,1016,Leona,Flash,Ignite,0,3,15,9,58,23,6,5.0
eehh,1,1205,Alistar,Flash,Ignite,0,3,18,10,69,27,7,6.0
eehh,1,1203,Rakan,Flash,Ignite,4,2,11,10,68,39,6,7.5
eehh,1,1404,Alistar,Flash,Ignite,3,1,12,12,56,26,8,15.0
eehh,0,1325,Leona,Flash,Ignite,0,7,5,10,38,27,8,0.7
eehh,1,1244,Alistar,Flash,Ignite,0,1,22,11,81,32,10,22.0
eehh,0,962,Rakan,Flash,Ignite,3,6,8,8,92,21,5,1.8
eehh,0,1236,Rakan,Flash,Ignite,1,3,12,9,68,26,5,4.3
eehh,0,1710,Galio,Flash,Ignite,2,8,13,12,71,35,10,1.9
eehh,0,2311,Lulu,Flash,Ignite,1,8,17,15,64,11,18,2.2
eehh,1,1251,Rakan,Flash,Ignite,2,5,6,11,28,31,6,1.6
Trisak,0,1265,Jayce,Flash,Teleport,2,8,2,11,22,119,1,0.5
Trisak,1,2197,Graves,Flash,Teleport,16,6,9,18,66,286,4,4.2
Trisak,0,1956,Graves,Flash,Teleport,7,8,13,16,59,213,1,2.5
Trisak,0,2258,Graves,Flash,Teleport,8,7,2,18,43,357,4,1.4
Trisak,1,1219,Akali,Ignite,Teleport,11,1,5,13,38,114,1,16.0
Trisak,1,1211,Graves,Flash,Teleport,2,4,4,12,15,152,3,1.5
Trisak,0,2400,Jax,Flash,Teleport,8,8,11,18,39,271,4,2.4
Trisak,1,1594,Nautilus,Flash,Ignite,1,5,16,12,53,32,7,3.4
Trisak,1,1768,Akali,Ignite,Teleport,3,6,9,16,29,178,2,2.0
Trisak,0,953,Graves,Flash,Teleport,0,1,1,12,50,172,1,1.0
Trisak,1,1760,Jayce,Flash,Teleport,10,4,8,16,67,220,2,4.5
Trisak,1,1475,Graves,Flash,Teleport,5,5,3,15,33,205,3,1.6
Trisak,0,2311,Kennen,Flash,Teleport,10,8,8,18,50,245,4,2.2
Trisak,1,1523,Jax,Flash,Teleport,7,4,8,15,35,122,3,3.8
Trisak,1,1701,Aatrox,Flash,Teleport,3,5,3,15,17,188,6,1.2
Trisak,1,2053,Graves,Flash,Teleport,6,7,6,18,41,289,5,1.7
Trisak,0,1112,Graves,Flash,Teleport,0,5,2,11,20,162,2,0.4
Trisak,1,954,Graves,Flash,Teleport,4,2,6,12,53,151,1,5.0
Trisak,1,949,Kennen,Flash,Teleport,7,2,3,11,37,112,3,5.0
Trisak,1,1810,Gnar,Flash,Teleport,9,3,4,16,37,211,6,4.3
직스 좀 믿어줘,0,1000,Karma,Flash,Ignite,2,1,4,9,60,12,6,6.0
직스 좀 믿어줘,1,1667,Ziggs,Flash,Teleport,11,3,8,15,70,194,3,6.3
직스 좀 믿어줘,0,1940,Ziggs,Flash,Teleport,5,7,9,16,67,249,5,2.0
직스 좀 믿어줘,0,968,Shen,Flash,Mark,7,7,15,15,61,6,0,3.1
직스 좀 믿어줘,1,2252,Ziggs,Flash,Heal,1,8,7,16,17,235,9,1.0
직스 좀 믿어줘,0,1219,Ziggs,Flash,Teleport,0,3,1,11,14,172,0,0.3
직스 좀 믿어줘,0,2425,Ziggs,Flash,Teleport,5,8,6,17,44,307,8,1.4
직스 좀 믿어줘,1,2419,Ziggs,Flash,Teleport,7,5,17,18,63,348,6,4.8
직스 좀 믿어줘,0,1655,Ziggs,Flash,Ignite,4,5,10,13,56,56,9,2.8
직스 좀 믿어줘,1,1618,Karma,Flash,Teleport,0,5,9,14,39,164,4,1.8
직스 좀 믿어줘,1,1097,Ziggs,Flash,Teleport,5,1,2,11,41,139,2,7.0
직스 좀 믿어줘,0,1748,Ziggs,Flash,Teleport,9,4,6,16,50,222,6,3.8
직스 좀 믿어줘,0,1838,Ziggs,Flash,Teleport,6,8,10,16,50,217,4,2.0
직스 좀 믿어줘,0,1067,Corki,Flash,Heal,4,7,24,16,82,76,0,4.0
직스 좀 믿어줘,1,877,Malphite,Flash,Mark,3,3,14,14,63,18,0,5.7
직스 좀 믿어줘,0,998,Illaoi,Flash,Mark,2,9,3,16,19,29,0,0.6
직스 좀 믿어줘,1,1390,Karma,Flash,Ignite,1,3,23,12,73,20,11,8.0
직스 좀 믿어줘,1,1251,Karma,Flash,Ignite,4,4,16,12,59,15,6,5.0
직스 좀 믿어줘,1,1289,Karma,Flash,Ignite,4,2,14,11,60,12,8,9.0
직스 좀 믿어줘,0,1187,Ziggs,Flash,Ghost,9,4,16,17,76,56,0,6.2
woaijiejie,1,1304,Samira,Flash,Exhaust,16,2,6,14,69,212,3,11.0
woaijiejie,0,993,Karma,Flash,Ignite,2,4,7,9,69,15,4,2.2
woaijiejie,0,1972,Xayah,Flash,Heal,6,7,6,17,57,316,11,1.7
woaijiejie,1,1354,Xayah,Flash,Heal,5,5,8,12,45,201,6,2.6
woaijiejie,1,1682,Aphelios,Flash,Heal,13,9,10,15,44,200,5,2.6
woaijiejie,1,1664,Jinx,Flash,Heal,9,3,3,15,35,273,5,4.0
woaijiejie,1,1473,Senna,Flash,Exhaust,7,3,13,13,51,36,8,6.7
woaijiejie,1,1167,Ashe,Flash,Cleanse,0,2,10,11,50,165,3,5.0
woaijiejie,0,2025,Karma,Flash,Ignite,4,11,7,13,52,14,13,1.0
woaijiejie,1,1887,Senna,Flash,Heal,10,7,20,15,77,47,4,4.3
woaijiejie,0,869,Pyke,Flash,Ignite,0,2,1,3,8,10,1,0.5
woaijiejie,0,1768,Karma,Flash,Ignite,1,10,8,11,45,14,14,0.9
woaijiejie,1,2014,Ezreal,Flash,Heal,18,6,13,18,84,258,1,5.2
woaijiejie,1,1373,Vayne,Flash,Heal,7,2,7,14,58,208,4,7.0
woaijiejie,1,1984,Karma,Flash,Ignite,3,5,25,15,68,58,13,5.6
woaijiejie,0,1465,Rakan,Flash,Ignite,0,5,6,10,32,36,8,1.2
woaijiejie,0,1713,Senna,Flash,Exhaust,5,11,3,12,38,45,10,0.7
woaijiejie,0,1970,Xayah,Flash,Heal,2,3,4,15,29,308,6,2.0
woaijiejie,1,1916,Ezreal,Flash,Heal,4,7,10,17,38,271,4,2.0
woaijiejie,0,648,Samira,Flash,Cleanse,0,0,0,4,0,40,1,0.0
515231,1,1628,Lucian,Heal,Flash,28,3,8,16,82,247,3,12.0
515231,1,924,Lucian,Heal,Flash,6,3,3,9,41,137,1,3.0
515231,1,1047,Jinx,Cleanse,Flash,12,6,22,17,77,111,0,5.7
515231,1,1598,Xerath,Exhaust,Flash,10,9,45,18,70,54,0,6.1
515231,1,1192,Orianna,Cleanse,Flash,12,9,46,18,84,54,0,6.4
515231,1,1768,Leona,Ignite,Flash,1,3,23,14,80,34,13,8.0
515231,1,996,Yuumi,Ignite,Exhaust,2,2,18,10,74,14,4,10.0
515231,0,2046,Alistar,Ignite,Flash,1,8,14,13,56,32,11,1.9
515231,1,1465,Leona,Ignite,Flash,1,5,15,12,48,34,15,3.2
515231,1,1252,Taliyah,Cleanse,Flash,10,15,25,18,65,35,0,2.3
515231,1,1197,Draven,Cleanse,Flash,16,13,17,17,65,56,0,2.5
515231,0,993,Cassiopeia,Ghost,Flash,12,12,11,15,57,57,0,1.9
515231,1,1569,Tahm Kench,Ignite,Flash,3,5,11,13,47,29,10,2.8
515231,0,1738,Pantheon,Ignite,Flash,1,11,5,11,40,42,8,0.5
515231,0,1516,Ezreal,Heal,Flash,6,8,6,13,52,182,2,1.5
Enosh1,1,1435,Samira,Flash,Cleanse,18,2,4,14,55,205,4,11.0
Enosh1,1,964,Zeri,Flash,Heal,4,3,4,10,35,140,3,2.7
Enosh1,1,1909,Miss Fortune,Flash,Heal,8,2,9,17,55,294,3,8.5
Enosh1,0,1267,Ezreal,Flash,Heal,1,4,5,11,32,185,4,1.5
Enosh1,1,885,Ezreal,Flash,Cleanse,7,0,2,9,50,148,1,10.8
Enosh1,1,1352,Samira,Flash,Cleanse,7,3,7,12,52,189,5,4.7
Enosh1,0,936,Jinx,Flash,Heal,1,5,2,9,43,125,1,0.6
Enosh1,1,1734,Zeri,Flash,Heal,6,3,9,16,52,282,3,5.0
Enosh1,1,1415,Tristana,Flash,Heal,7,1,8,14,50,214,1,15.0
Enosh1,1,2233,Zeri,Flash,Heal,12,6,16,18,54,342,6,4.7
Enosh1,1,1224,Xayah,Flash,Heal,9,1,3,13,35,196,4,12.0
Enosh1,1,982,Samira,Flash,Cleanse,3,1,3,11,32,145,1,6.0
Enosh1,1,1813,Zeri,Flash,Heal,9,2,8,17,63,364,6,8.5
Enosh1,1,940,Zeri,Flash,Heal,4,0,3,10,37,147,3,8.4
Enosh1,1,1898,Senna,Flash,Heal,8,3,18,15,68,79,15,8.7
Enosh1,1,1369,Zeri,Flash,Cleanse,7,1,6,14,45,187,5,13.0
Enosh1,0,1435,Zeri,Flash,Cleanse,5,11,8,12,65,146,2,1.2
Enosh1,0,1341,Zeri,Flash,Heal,2,6,7,12,47,165,5,1.5
Enosh1,0,1252,Nautilus,Flash,Ignite,0,7,9,8,75,20,12,1.3
Enosh1,0,1756,Zeri,Flash,Heal,1,9,10,13,55,191,2,1.2
DWG KIA,1,2260,Xayah,Flash,Heal,18,7,10,18,60,317,2,4.0
DWG KIA,0,1571,Aphelios,Flash,Heal,2,12,2,12,14,162,0,0.3
DWG KIA,0,2179,Jinx,Flash,Heal,15,5,8,17,59,344,3,4.6
DWG KIA,0,1465,Lucian,Flash,Exhaust,8,9,0,12,47,156,2,0.9
DWG KIA,0,1587,Miss Fortune,Flash,Heal,6,9,4,13,63,218,1,1.1
DWG KIA,0,1577,Kalista,Flash,Heal,3,8,1,12,22,183,0,0.5
DWG KIA,1,1756,Samira,Flash,Cleanse,11,6,8,15,68,241,0,3.2
DWG KIA,0,1305,Samira,Flash,Cleanse,1,7,5,11,43,154,0,0.9
DWG KIA,1,1584,Samira,Flash,Cleanse,8,8,9,15,47,185,0,2.1
DWG KIA,0,1622,Taliyah,Flash,Smite,7,9,9,14,52,130,5,1.8
DWG KIA,0,1237,Samira,Flash,Cleanse,10,9,2,11,55,146,0,1.3
DWG KIA,1,1363,Samira,Flash,Cleanse,20,4,5,13,66,193,0,6.2
DWG KIA,1,1057,Samira,Flash,Heal,6,3,8,11,67,156,0,4.7
DWG KIA,1,1626,Caitlyn,Flash,Heal,7,11,11,14,44,161,0,1.6
DWG KIA,0,2276,Miss Fortune,Flash,Cleanse,6,14,17,17,61,248,0,1.6
DWG KIA,1,1805,Jinx,Flash,Heal,17,5,13,16,77,302,3,6.0
DWG KIA,1,1565,Lucian,Flash,Teleport,12,6,12,16,71,220,1,4.0
DWG KIA,0,1275,Jinx,Flash,Heal,0,9,5,10,42,129,0,0.6
DWG KIA,1,1072,Xayah,Flash,Exhaust,1,6,5,10,29,126,0,1.0
DWG KIA,1,1859,Lucian,Flash,Cleanse,12,8,14,16,68,234,0,3.2
Esperance,0,1016,Viego,Smite,Flash,5,5,0,9,63,91,7,1.0
Esperance,0,1205,Viego,Smite,Flash,7,4,1,11,67,135,7,2.0
Esperance,1,1203,Viego,Smite,Flash,4,1,5,13,41,175,7,9.0
Esperance,1,1114,Kindred,Cleanse,Flash,15,9,20,17,73,86,0,3.9
Esperance,1,922,Viego,Smite,Flash,7,0,2,10,69,113,5,10.8
Esperance,0,1652,Rek'Sai,Smite,Flash,7,5,7,13,58,152,6,2.8
Esperance,1,1948,Lee Sin,Smite,Flash,9,4,15,18,51,216,3,6.0
Esperance,1,1595,Viego,Smite,Flash,11,3,11,15,88,158,14,7.3
Esperance,0,1038,Jhin,Cleanse,Flash,10,8,10,15,77,68,0,2.5
Esperance,0,832,Xayah,Cleanse,Flash,7,6,6,12,81,74,0,2.2
Esperance,0,1399,Ezreal,Cleanse,Flash,15,9,23,18,75,119,0,4.2
Esperance,0,1214,Corki,Cleanse,Flash,10,12,18,18,61,61,0,2.3
Esperance,1,1159,Miss Fortune,Cleanse,Flash,13,10,21,18,68,60,0,3.4
  xintaifangping,0,1412,Volibear,Flash,Smite,5,5,3,12,40,97,2,1.6
  xintaifangping,1,1271,Lee Sin,Flash,Smite,7,6,12,14,44,122,5,3.2
  xintaifangping,0,943,Viego,Flash,Smite,2,5,2,9,33,85,2,0.8
  xintaifangping,1,2037,Taliyah,Flash,Smite,12,7,15,18,60,262,5,3.9
  xintaifangping,0,1739,Diana,Flash,Smite,7,6,9,14,57,175,3,2.7
  xintaifangping,0,983,Nidalee,Flash,Smite,3,4,4,10,70,84,2,1.8
  xintaifangping,1,1211,Viego,Flash,Smite,14,3,10,13,73,119,13,8.0
  xintaifangping,0,1404,Volibear,Flash,Smite,2,5,5,12,47,101,5,1.4
  xintaifangping,1,1569,Volibear,Flash,Smite,11,4,11,15,56,128,3,5.5
  xintaifangping,1,1327,Taliyah,Flash,Smite,12,4,8,14,65,124,4,5.0
  xintaifangping,1,2349,Lee Sin,Flash,Smite,11,7,16,17,68,190,9,3.9
  xintaifangping,1,1256,Graves,Flash,Smite,8,4,9,14,50,198,1,4.2
  xintaifangping,1,2091,Nidalee,Flash,Smite,11,6,13,17,57,219,5,4.0
  xintaifangping,1,1335,Lee Sin,Flash,Smite,10,1,9,14,76,143,2,19.0
  xintaifangping,1,923,Taliyah,Flash,Smite,13,0,6,11,79,92,2,22.8
  xintaifangping,1,940,Diana,Flash,Smite,8,1,10,13,64,145,2,18.0
  xintaifangping,1,999,Lee Sin,Flash,Smite,4,4,6,10,40,70,3,2.5
  xintaifangping,1,1142,Lee Sin,Flash,Smite,10,1,8,12,53,99,4,18.0
  xintaifangping,0,1181,Viego,Flash,Smite,3,5,3,11,40,117,5,1.2
  xintaifangping,0,2278,Lee Sin,Flash,Smite,12,7,15,17,57,201,13,3.9
이상호 카운터,0,1585,Blitzcrank,Ignite,Flash,2,5,12,10,56,26,13,2.8
이상호 카운터,0,2567,Lux,Ignite,Flash,4,7,13,15,47,57,20,2.4
이상호 카운터,0,1016,Kennen,Teleport,Flash,1,4,2,11,38,97,1,0.8
이상호 카운터,0,1353,Sett,Ignite,Flash,4,6,8,10,60,35,8,2.0
이상호 카운터,0,1397,Alistar,Ignite,Flash,1,10,8,9,75,21,11,0.9
이상호 카운터,0,1677,Tahm Kench,Ignite,Flash,2,7,12,13,54,124,7,2.0
이상호 카운터,1,1867,Bard,Exhaust,Flash,5,5,25,16,73,19,11,6.0
이상호 카운터,1,1332,Bard,Exhaust,Flash,0,3,16,12,62,28,5,5.3
이상호 카운터,1,1286,Blitzcrank,Ignite,Flash,2,2,13,11,45,31,7,7.5
이상호 카운터,1,1106,Blitzcrank,Ignite,Flash,3,5,10,9,41,24,5,2.6
이상호 카운터,1,1659,Blitzcrank,Ignite,Flash,4,2,18,14,52,26,8,11.0
이상호 카운터,1,1539,Nautilus,Ignite,Flash,1,7,20,13,64,31,8,3.0
이상호 카운터,1,2349,Alistar,Ignite,Flash,3,6,23,16,65,36,24,4.3
이상호 카운터,1,1502,Blitzcrank,Ignite,Flash,2,3,12,12,38,30,13,4.7
이상호 카운터,1,1468,Thresh,Ignite,Flash,0,4,13,11,50,30,12,3.2
이상호 카운터,1,1446,Pyke,Ignite,Flash,2,6,8,11,33,31,10,1.7
이상호 카운터,0,1233,Pyke,Ignite,Flash,1,7,5,9,32,24,8,0.9
이상호 카운터,1,1627,Blitzcrank,Ignite,Flash,2,5,20,13,61,21,13,4.4
이상호 카운터,0,962,Poppy,Ignite,Flash,1,6,4,8,56,26,6,0.8
이상호 카운터,0,2372,Blitzcrank,Ignite,Flash,1,7,20,16,58,33,28,3.0
폼 팡,1,1464,Gnar,Teleport,Flash,6,7,9,15,43,182,0,2.1
폼 팡,1,1245,Graves,Smite,Flash,4,2,10,12,70,144,3,7.0
폼 팡,1,1195,Taliyah,Ghost,Flash,2,11,13,17,28,84,0,1.4
폼 팡,1,1147,Jayce,Cleanse,Flash,25,10,23,18,87,72,0,4.8
폼 팡,0,1288,Jhin,Ghost,Flash,19,9,16,18,85,102,0,3.9
폼 팡,1,1124,Fiora,Teleport,Flash,4,5,4,12,26,137,0,1.6
폼 팡,0,1517,Gnar,Teleport,Flash,6,5,7,15,42,185,0,2.6
폼 팡,0,1962,Fiora,Teleport,Flash,7,12,9,17,36,233,0,1.3
폼 팡,0,1395,Fiora,Ignite,Flash,1,10,2,12,12,155,0,0.3
폼 팡,1,1702,Fiora,Teleport,Flash,10,7,8,16,33,194,0,2.6
폼 팡,0,1501,Fiora,Ignite,Flash,6,8,4,15,28,196,0,1.2
폼 팡,0,1848,Wukong,Teleport,Flash,1,10,1,14,7,178,0,0.2
폼 팡,0,2143,Fiora,Teleport,Flash,6,8,8,17,48,265,1,1.8
폼 팡,0,1112,Malphite,Teleport,Flash,0,5,4,11,24,130,1,0.8
겟앰은삽살개,1,1602,Rengar,Ignite,Flash,11,6,10,14,57,153,2,3.5
겟앰은삽살개,1,1691,Graves,Smite,Flash,14,1,6,15,65,208,4,20.0
겟앰은삽살개,0,1282,Talon,Smite,Flash,6,5,4,12,48,138,4,2.0
겟앰은삽살개,0,1125,Graves,Smite,Flash,2,5,2,11,36,138,5,0.8
겟앰은삽살개,0,933,Elise,Ignite,Flash,0,8,3,6,60,11,5,0.4
겟앰은삽살개,0,969,Elise,Ignite,Flash,2,9,3,7,45,11,2,0.6
겟앰은삽살개,1,1199,Lee Sin,Smite,Flash,5,3,10,13,48,136,6,5.0
겟앰은삽살개,0,1492,Graves,Smite,Flash,3,5,5,13,44,165,3,1.6
겟앰은삽살개,0,1664,Talon,Smite,Flash,10,4,3,15,65,172,8,3.2
겟앰은삽살개,1,1609,Graves,Smite,Flash,19,1,6,17,63,242,3,25.0
겟앰은삽살개,0,1445,Diana,Smite,Flash,6,9,3,12,56,143,7,1.0
겟앰은삽살개,0,1395,Rek'Sai,Smite,Flash,3,8,3,12,50,120,4,0.8
겟앰은삽살개,1,1141,Talon,Smite,Flash,5,1,6,12,48,143,1,11.0
겟앰은삽살개,1,2199,Nidalee,Smite,Flash,7,8,10,17,55,205,8,2.1
겟앰은삽살개,0,1949,Graves,Smite,Flash,15,9,5,16,95,218,6,2.2
겟앰은삽살개,0,2046,Graves,Smite,Flash,10,12,6,16,59,223,4,1.3
겟앰은삽살개,0,1562,Lee Sin,Smite,Flash,8,5,5,13,59,130,5,2.6
겟앰은삽살개,0,1164,Graves,Smite,Flash,4,10,1,10,45,99,4,0.5
겟앰은삽살개,1,2290,Elise,Ignite,Flash,11,10,8,16,46,80,12,1.9
겟앰은삽살개,1,949,Graves,Smite,Flash,6,1,4,11,56,118,1,10.0
Bearduck,0,1473,Alistar,Flash,Ignite,0,6,3,11,43,47,7,0.5
Bearduck,1,2144,Pyke,Flash,Ignite,8,12,7,14,47,44,15,1.2
Bearduck,1,970,Thresh,Flash,Ignite,0,0,10,9,59,27,2,12.0
